customer_no,total_enq_amt_x,total_enq_amt_y
17221,101367000,11
17222,51061000,26
17223,13441001,30
17224,1157001,15
17225,443978500,27
17226,2079488,4
17227,300000,3
17228,284000,13
17229,2214000,16
17230,3000151,19
17231,6152491,18
17232,88000,7
17233,16267000,9
17234,3784301,38
17235,161000,4
17236,107801100,52
17237,446501,17
17238,99500,6
17239,1536000,14
17240,2670000,5
17241,23563000,14
17242,759900,10
17243,102310000,32
17244,70000,3
17245,2358000,19
17246,13397001,41
17247,165000,6
17248,2830000,9
17249,641000,6
17250,669000,7
17251,2000,2
17252,5966310,6
17253,2970000,33
17254,20000,2
17255,557400,17
17256,102380757,19
17257,212756,5
17258,2030101,24
17259,231000,6
17260,2981000,8
17261,664000,17
17262,269000,8
17263,217461301,34
17264,177000,6
17265,252000,5
17266,658860,12
17267,2601000,14
17268,8753993,31
17269,10281100,15
17270,262000,7
17271,16251002,13
17272,1606010,15
17273,960000,24
17274,52000,3
17275,778000,8
17276,112000,7
17277,103666100,39
17278,2517200,27
17279,2375151,34
17280,227000,9
17281,516863,13
17282,1630001,12
17283,261000,7
17284,350000,2
17285,3443196,17
17286,103843101,43
17287,1213700,24
17288,713870,15
17289,5888200,18
17290,1346000,9
17291,101643200,28
17292,2500000,4
17293,1271587,18
17294,518100,28
17295,9558651,35
17296,2083000,14
17297,2330803,15
17298,80000,4
17299,101500300,14
17300,13261291,22
17301,221000,7
17302,111000,4
17303,75020,5
17304,3071000,13
17305,1379001,21
17306,2949700,18
17307,1402001,14
17308,2866000,19
17309,213000,3
17310,1313000,14
17311,10831060,40
17312,186000,8
17313,1466000,23
17314,13645301,22
17315,1734901,27
17316,12667953,51
17317,706000,11
17318,201093001,21
17319,2321000,13
17320,107739401,54
17321,1000,1
17322,4272000,26
17323,851000,6
17324,458110,16
17325,1214000,23
17326,604000,15
17327,110000,3
17328,311000,7
17329,172000,9
17330,6680704,26
17331,517001,18
17332,1605000,12
17333,101590755,15
17334,1912200,13
17335,17328303,62
17336,1008852,12
17337,5551000,15
17338,2166100,13
17339,15984984,24
17340,2479200,20
17341,6381200,13
17342,8010100,29
17343,7070002,33
17344,52000,3
17345,63020,7
17346,2101000,6
17347,0,0
17348,501000,4
17349,122000,6
17350,3682171,28
17351,786002,15
17352,4443612,39
17353,6063037,18
17354,11000,2
17355,396001,10
17356,282661000,13
17357,173501,6
17358,83000,5
17359,1148000,18
17360,1397600,17
17361,1510000,5
17362,1744200,18
17363,1662500,21
17364,1753001,15
17365,2802178,22
17366,172000,7
17367,588900,13
17368,233000,13
17369,1556000,10
17370,1211000,26
17371,261000,6
17372,337825,9
17373,102974301,29
17374,301000,2
17375,6148512,27
17376,4811501,28
17377,881010,10
17378,233000,9
17379,1070000,20
17380,2506000,10
17381,1025100,5
17382,110000,3
17383,150500,4
17384,6637099,14
17385,586000,11
17386,2174492,24
17387,2000,2
17388,1070000,7
17389,462000,5
17390,4750000,22
17391,1937500,20
17392,1461000,10
17393,144273267,75
17394,216000,6
17395,4618200,21
17396,5740352,23
17397,800000,13
17398,168000,6
17399,5442000,14
17400,232000,8
17401,630000,8
17402,52000,3
17403,90000,5
17404,145645,8
17405,105000,7
17406,16590003,51
17407,3900250,4
17408,1455000,25
17409,387900,6
17410,101001,3
17411,34174102,42
17412,11801791,33
17413,205344529,70
17414,4324739,29
17415,2082403,21
17416,334000,9
17417,2557521,34
17418,466000,7
17419,550840,9
17420,2282000,10
17421,1848000,15
17422,7449001,42
17423,421000,9
17424,1612000,18
17425,8032056,32
17426,1209899,15
17427,459000,12
17428,227100,10
17429,652000,18
17430,865000,16
17431,1840000,23
17432,359000,7
17433,272000,9
17434,2169900,17
17435,52000,3
17436,182000,7
17437,411000,7
17438,1000,1
17439,105783200,61
17440,4485000,28
17441,182010,10
17442,897001,10
17443,52000,4
17444,250000,2
17445,253000,6
17446,5137000,11
17447,684000,10
17448,1353000,19
17449,1850000,32
17450,391555,7
17451,174391,6
17452,515001,13
17453,1458000,12
17454,101588820,17
17455,50000,1
17456,2102000,13
17457,773000,12
17458,1854671,22
17459,3892300,7
17460,127000,10
17461,801001,8
17462,101000,3
17463,105384600,37
17464,1228990,13
17465,86000,5
17466,702000,5
17467,2779100,35
17468,2107000,14
17469,75000,2
17470,1431000,11
17471,113000,6
17472,8537700,20
17473,5885000,24
17474,1325000,14
17475,883000,13
17476,1301002,8
17477,5993064,12
17478,384000,10
17479,1376001,20
17480,311000,6
17481,2612190,23
17482,381000,3
17483,6350202,42
17484,3808794,34
17485,3854000,18
17486,559001,9
17487,12412150,24
17488,103688000,27
17489,508100,7
17490,1186000,13
17491,385200,8
17492,1701001,8
17493,722000,8
17494,5132698,28
17495,3818000,14
17496,1873000,9
17497,102441001,31
17498,602010,11
17499,303088,11
17500,6468991,93
17501,276101,11
17502,1620000,7
17503,386000,8
17504,447972293,61
17505,6036000,12
17506,1793000,14
17507,5772403,17
17508,2805000,13
17509,1038893,6
17510,2592000,14
17511,2461000,19
17512,51000,2
17513,403000,13
17514,1222000,14
17515,1257000,15
17516,151000,7
17517,90000,3
17518,2655002,28
17519,283150,11
17520,1092000,13
17521,161000,4
17522,701000,7
17523,3878799,25
17524,781000,8
17525,4817000,30
17526,359337,7
17527,101995400,17
17528,522000,12
17529,333000,10
17530,620000,9
17531,1249088,10
17532,2060014,20
17533,120471686,44
17534,3107959,14
17535,1130000,5
17536,8291161,11
17537,51000,2
17538,5440445,43
17539,51000,2
17540,50100,5
17541,14551000,5
17542,2196000,17
17543,556000,10
17544,6109000,29
17545,4179001,22
17546,6990003,8
17547,0,0
17548,3132000,15
17549,4085000,36
17550,14475100,29
17551,891000,5
17552,8560000,8
17553,484000,11
17554,61001,4
17555,919150,15
17556,2160000,18
17557,2692101,21
17558,551006150,15
17559,1242000,16
17560,76000,4
17561,6473293,19
17562,3381001,23
17563,326000,6
17564,53000,4
17565,100000,2
17566,156000,5
17567,418000,10
17568,160000,3
17569,106418002,50
17570,175000,4
17571,61000,3
17572,22501,2
17573,509001,20
17574,601000,7
17575,281000,7
17576,1000,1
17577,3886655,14
17578,132000,7
17579,5583203,36
17580,8927000,26
17581,285000,7
17582,1312000,10
17583,2499699,30
17584,42035320,24
17585,112000,5
17586,1937100,19
17587,96000,2
17588,1171609,12
17589,695000,15
17590,389800,8
17591,52000,3
17592,1252010,28
17593,586000,11
17594,155750000,13
17595,13000,4
17596,907878,15
17597,61000,3
17598,2755100,12
17599,2639056,16
17600,658101,14
17601,1455500,21
17602,4315530,11
17603,262000,10
17604,1380600,23
17605,26000,3
17606,178000,7
17607,3075000,8
17608,373000,7
17609,52000,3
17610,368000,6
17611,91341,5
17612,3876302,46
17613,300430000,12
17614,1169107,17
17615,1865000,19
17616,252000,5
17617,7212000,10
17618,565061,11
17619,103597400,22
17620,987002,27
17621,100388002,15
17622,10385707,98
17623,800101,22
17624,496000,12
17625,2191000,13
17626,2621000,8
17627,2312100,48
17628,1682000,19
17629,207714000,58
17630,1486000,13
17631,9744790,38
17632,590000,13
17633,1306000,8
17634,1805000,16
17635,737822,11
17636,136500,4
17637,1140000,4
17638,911000,9
17639,176000,5
17640,269000,9
17641,3534900,43
17642,651000,10
17643,735000,27
17644,129748294,24
17645,100000,2
17646,315000,5
17647,15600002,11
17648,685000,4
17649,489000,10
17650,1975000,15
17651,254001,12
17652,331200,11
17653,249000,10
17654,3717000,37
17655,1377000,16
17656,1610000,6
17657,268500,4
17658,1499415,14
17659,646300,5
17660,136000,6
17661,3658000,26
17662,75848687,54
17663,4486000,40
17664,5400773,24
17665,449000,19
17666,1425101,12
17667,281000,7
17668,371000,8
17669,4802410,50
17670,51000,2
17671,1081000,17
17672,130601,6
17673,104599300,59
17674,63000,7
17675,5172125,36
17676,426100,9
17677,151000,4
17678,1227500,16
17679,502000,8
17680,162000,5
17681,11000,2
17682,21771500,28
17683,350000,1
17684,106010,4
17685,67500,3
17686,72100,6
17687,11662000,70
17688,35000,1
17689,2151001,10
17690,1757000,12
17691,661000,16
17692,176000,5
17693,1152000,6
17694,490600,12
17695,1121010,21
17696,153000,6
17697,291334,4
17698,0,0
17699,200611,7
17700,360024,14
17701,109929006,35
17702,161000,5
17703,5769703,42
17704,91278002,41
17705,1178000,14
17706,1748000,22
17707,696000,15
17708,418000,12
17709,250150,4
17710,4028001,25
17711,2551000,12
17712,302501,11
17713,0,0
17714,3642801,33
17715,24408800,13
17716,14707001,27
17717,1010,2
17718,441000,7
17719,101496100,18
17720,612000,22
17721,813600,12
17722,1323000,14
17723,5687000,26
17724,71002,6
17725,771500,11
17726,2022000,20
17727,480000,14
17728,2638000,14
17729,2250000,4
17730,201000,5
17731,4266170,7
17732,5938001,17
17733,9329860,34
17734,9086771,18
17735,681931,19
17736,1547001,13
17737,285500,10
17738,717011,19
17739,201000,3
17740,545000,11
17741,4151000,4
17742,532000,14
17743,2926010,23
17744,1102000,20
17745,3813000,15
17746,100726000,25
17747,362000,5
17748,1376000,8
17749,2594100,31
17750,4905307,43
17751,16779400,16
17752,3861150,31
17753,1623100,22
17754,100010,3
17755,102000,4
17756,133213,4
17757,114000,9
17758,549001,13
17759,547100,15
17760,152990,4
17761,153000,6
17762,3394802,19
17763,1156000,11
17764,82000,4
17765,2297000,26
17766,302000,6
17767,834000,12
17768,6716002,40
17769,3810771,39
17770,611100,16
17771,323000,11
17772,550600,16
17773,66000,3
17774,1786000,14
17775,681300,15
17776,1095000,6
17777,3495900,23
17778,7999596,24
17779,4653221,15
17780,2899892,40
17781,1902000,15
17782,1671000,6
17783,1112000,13
17784,199000,6
17785,171000,6
17786,292000,10
17787,501001,12
17788,4640141,32
17789,10050000,2
17790,1074000,21
17791,1162500,27
17792,101000,3
17793,69000,3
17794,5474311,36
17795,110114400,36
17796,952000,12
17797,283100,10
17798,51000,2
17799,61000,3
17800,350000,9
17801,665600,9
17802,1062500,12
17803,602000,8
17804,616000,6
17805,6473150,18
17806,295000,11
17807,2753498,13
17808,629140,9
17809,1419490,17
17810,1262000,18
17811,105010,3
17812,6407951,25
17813,388000,9
17814,1064100,20
17815,4151015,20
17816,8794000,9
17817,152000,5
17818,231000,7
17819,1151000,9
17820,102010,5
17821,1964001,13
17822,6345900,40
17823,415000,7
17824,76000,3
17825,60000,2
17826,1120002,8
17827,342000,11
17828,2089000,12
17829,52000,3
17830,292300,6
17831,3470001,15
17832,217000,6
17833,412000,10
17834,60000,2
17835,133235106,65
17836,1000,1
17837,154000,4
17838,4517747,42
17839,1017500,8
17840,1681501,18
17841,442000,6
17842,990000,9
17843,1646000,17
17844,112000,5
17845,100491000,10
17846,175000,3
17847,1567000,16
17848,1151100,12
17849,78000,5
17850,375000,13
17851,391000,10
17852,2266000,8
17853,2454501,12
17854,1576450,23
17855,153000,6
17856,2039499,14
17857,142000,10
17858,3765002,22
17859,100916550,20
17860,101000,3
17861,70970000,9
17862,2405000,16
17863,2567480,36
17864,2010611,13
17865,2250000,9
17866,930100,17
17867,1254001,18
17868,13710000,20
17869,3259000,35
17870,1552000,11
17871,1057000,12
17872,2668000,15
17873,977700,17
17874,2255100,22
17875,28901100,16
17876,3978180,11
17877,350000,4
17878,3965100,23
17879,382000,12
17880,3062101,13
17881,117454202,72
17882,555000,9
17883,604100,10
17884,20610000,29
17885,66001,4
17886,26699200,28
17887,1410222,14
17888,10000,1
17889,3798000,16
17890,4080617,32
17891,2460100,13
17892,741001,22
17893,1202001,17
17894,8731004,46
17895,3551000,11
17896,180000,7
17897,231000,7
17898,212000,7
17899,25770600,37
17900,1075200,21
17901,701000,5
17902,4320000,27
17903,5180000,21
17904,2531900,12
17905,147000,3
17906,602000,8
17907,171000,5
17908,2192315,23
17909,984700,12
17910,11457015,20
17911,395000,12
17912,522400,18
17913,26534002,43
17914,110659100,30
17915,1791001,12
17916,424000,5
17917,287943,11
17918,103137703,35
17919,2394000,34
17920,161000,4
17921,464500,11
17922,1129988,17
17923,1817000,30
17924,5533579,20
17925,1192000,9
17926,138000,6
17927,570246,15
17928,164000,5
17929,3963002,26
17930,385500,4
17931,292000,10
17932,1078000,12
17933,6607210,24
17934,50000,1
17935,102000,4
17936,1303500,11
17937,1332560,12
17938,201200,8
17939,12877001,10
17940,404255301,35
17941,15759810,42
17942,2996675,22
17943,1664000,18
17944,116000,6
17945,5144500,18
17946,2004493,26
17947,2418507,25
17948,137000,8
17949,512000,7
17950,102698000,22
17951,150010,4
17952,100206000,6
17953,181003,8
17954,793000,20
17955,42331000,25
17956,350010,3
17957,1020000,3
17958,2107001,17
17959,484000,13
17960,103010,6
17961,279900,8
17962,45327652,46
17963,4819111,43
17964,501000,2
17965,1060000,20
17966,5591693,20
17967,938000,12
17968,2210000,7
17969,3183008,8
17970,351000,2
17971,207000,4
17972,14010000,17
17973,957000,18
17974,51000,2
17975,581002,8
17976,661000,5
17977,2214002,34
17978,4057001,14
17979,5902100,17
17980,961122,18
17981,249500,7
17982,376000,9
17983,872101,25
17984,32713012,45
17985,1687000,8
17986,1622000,13
17987,161000,4
17988,1357500,11
17989,795000,5
17990,77000,5
17991,110001,3
17992,1205000,17
17993,373000,9
17994,3266815,22
17995,218808,11
17996,7454005,32
17997,2432000,20
17998,2290000,22
17999,326000,9
18000,75000,2
18001,2215000,10
18002,1302500,14
18003,5307592,15
18004,7241003,29
18005,591010,11
18006,2304000,20
18007,1284001,11
18008,38057202,49
18009,152000,5
18010,1991001,13
18011,2467000,30
18012,120000,3
18013,645994,13
18014,63000,3
18015,451000,4
18016,131000,6
18017,71000,4
18018,1210000,12
18019,1339200,24
18020,119000,7
18021,2646000,24
18022,108675189,61
18023,57951,3
18024,267000,7
18025,353500,8
18026,231000,5
18027,91000,4
18028,104000,10
18029,626000,7
18030,440000,8
18031,101890501,33
18032,141000,2
18033,3364000,19
18034,170000,5
18035,53000,4
18036,61000,3
18037,51000,2
18038,72000,5
18039,4388000,19
18040,2835000,6
18041,156001,6
18042,16405071,20
18043,650000,3
18044,333000,8
18045,3551259,15
18046,2053000,19
18047,2510100,16
18048,8733502,26
18049,24237205,80
18050,6650000,6
18051,4003100,20
18052,2643001,33
18053,467500,6
18054,12450168,28
18055,1126000,7
18056,60201,9
18057,1985698,38
18058,827000,12
18059,36355988,17
18060,1251000,8
18061,689401,21
18062,1602000,17
18063,7864301,36
18064,935000,6
18065,793595,4
18066,7839000,26
18067,355100,12
18068,2595500,45
18069,148000,9
18070,7586843,39
18071,866760,24
18072,2611000,6
18073,4130000,14
18074,1687240,21
18075,2087000,13
18076,28723000,16
18077,320000,7
18078,251000,6
18079,111000,3
18080,324900,9
18081,81691691,118
18082,1726002,26
18083,385000,11
18084,16197846,49
18085,1880000,4
18086,202000,4
18087,2678000,27
18088,4481700,11
18089,3182000,25
18090,245500,5
18091,515000,17
18092,0,0
18093,1891308,20
18094,2710100,17
18095,1169000,11
18096,2358500,20
18097,152000,5
18098,227891,6
18099,1170000,25
18100,1111000,8
18101,1378000,17
18102,159000,6
18103,2889000,23
18104,103030450,60
18105,227000,7
18106,196000,7
18107,402000,10
18108,196000,7
18109,31000,3
18110,241000,8
18111,161000,5
18112,634000,12
18113,191000,8
18114,602500,16
18115,1831000,6
18116,51000,2
18117,7250220,25
18118,136500,4
18119,1471080,14
18120,578002,22
18121,3037000,16
18122,456000,9
18123,837760,15
18124,806200,15
18125,31735100,15
18126,249011,9
18127,18192204,78
18128,3028750,19
18129,3280000,7
18130,814000,17
18131,816000,11
18132,20114370,18
18133,551000,12
18134,6711014,19
18135,1585400,15
18136,550000,3
18137,765000,9
18138,2744700,7
18139,450000,7
18140,480000,11
18141,1224000,24
18142,3847013,30
18143,21000,3
18144,2813214,18
18145,3401000,17
18146,125000,9
18147,2326000,21
18148,3024584,33
18149,45768300,42
18150,899000,17
18151,53010,5
18152,101000,3
18153,773501,8
18154,145150,5
18155,2223001,9
18156,91000,5
18157,6931000,13
18158,15947251,23
18159,1313000,12
18160,2736976,29
18161,100060000,3
18162,512100,11
18163,839900,8
18164,751000,3
18165,13409600,77
18166,610100,3
18167,5720000,28
18168,8085001,44
18169,51000,2
18170,9499803,35
18171,1664000,22
18172,5065000,16
18173,544000,17
18174,351000,4
18175,911000,11
18176,2061100,22
18177,1755000,12
18178,60000,2
18179,2618000,20
18180,341000,3
18181,747006,16
18182,859750,6
18183,205773902,29
18184,37084491,30
18185,2079500,23
18186,330400,10
18187,8964910,35
18188,252000,7
18189,4966000,20
18190,301002,6
18191,1351000,29
18192,286000,6
18193,531000,7
18194,13889525,45
18195,535000,10
18196,2942095,18
18197,1297000,7
18198,2603450,23
18199,123000,8
18200,104891000,15
18201,304000,8
18202,61000,3
18203,521780,13
18204,980000,5
18205,626800,18
18206,4367001,17
18207,333500,6
18208,3174100,22
18209,3148000,28
18210,111000,4
18211,1005000,4
18212,2613500,9
18213,510000,6
18214,951000,5
18215,3375000,27
18216,600000,2
18217,2047000,14
18218,104000,5
18219,185500,8
18220,1128450,11
18221,2061000,15
18222,876000,7
18223,1056000,14
18224,1000,1
18225,572000,15
18226,6861044,38
18227,578100,11
18228,100010,3
18229,688000,11
18230,192000,8
18231,5205563,11
18232,1552000,18
18233,1561000,19
18234,15000,1
18235,151000,4
18236,1327250,14
18237,1102000,9
18238,207500,11
18239,726000,20
18240,621000,5
18241,533423,12
18242,807000,9
18243,1166511,5
18244,2621000,5
18245,10142062,50
18246,20342313,43
18247,2826544,27
18248,2157000,30
18249,9741546,49
18250,2860000,26
18251,131000,6
18252,1376000,8
18253,14268092,31
18254,601000,6
18255,4139001,22
18256,63000,5
18257,705000,2
18258,40000,2
18259,6395510,25
18260,2898000,16
18261,102000,6
18262,100000,2
18263,150000,2
18264,1220000,11
18265,20120001,23
18266,31881103,41
18267,738000,19
18268,230000,6
18269,1662000,8
18270,4993971,28
18271,5211210,21
18272,132244184,92
18273,1331201,15
18274,2421001,10
18275,411000,6
18276,343000,4
18277,1233500,11
18278,850000,4
18279,1621003,23
18280,78000,6
18281,1766400,15
18282,702000,10
18283,165000,4
18284,151000,3
18285,5020600,32
18286,3965001,23
18287,31000,4
18288,1367500,14
18289,4263003,31
18290,947900,13
18291,468000,18
18292,2340000,21
18293,61000,3
18294,1196000,11
18295,212401506,61
18296,262000,5
18297,4942999,11
18298,309935,5
18299,2584500,5
18300,87000,7
18301,2225001,8
18302,251000,6
18303,2147886,29
18304,21436001,17
18305,682000,8
18306,3895500,18
18307,803001,13
18308,1967520,17
18309,4460000,6
18310,2013149,8
18311,6199000,9
18312,107678300,52
18313,6017820,43
18314,1170000,14
18315,287000,10
18316,398000,8
18317,625000,8
18318,1000,1
18319,26000,3
18320,2738100,14
18321,2088731,16
18322,1105000,8
18323,2141000,24
18324,990090,14
18325,51000,2
18326,2255200,10
18327,809000,15
18328,155988486,11
18329,108279401,39
18330,236000,7
18331,3214000,20
18332,8202303,74
18333,706000,9
18334,2461000,16
18335,4133000,19
18336,1366000,21
18337,1308700,31
18338,1135150,19
18339,51000,2
18340,2407711,22
18341,1901702,21
18342,907150,9
18343,111000,4
18344,22125000,20
18345,2064600,25
18346,1000,1
18347,345000,5
18348,990000,14
18349,23420000,26
18350,137000,7
18351,391010,9
18352,86000,3
18353,8363000,12
18354,337000,5
18355,1013904,30
18356,2302000,12
18357,291000,7
18358,68000,5
18359,202000,4
18360,1105000,11
18361,12000,3
18362,9715000,37
18363,764001,15
18364,482000,12
18365,346000,7
18366,1885002,18
18367,868000,19
18368,830797,7
18369,8105666,28
18370,73001,5
18371,2860477,31
18372,2651000,25
18373,881000,17
18374,76000,3
18375,9294390,6
18376,356400,7
18377,549001,15
18378,451000,7
18379,353500,5
18380,107255000,13
18381,536201,8
18382,116000,4
18383,51000,2
18384,1855000,8
18385,61000,3
18386,1001020,4
18387,136000,4
18388,176000,6
18389,9111001,25
18390,1588999,19
18391,1437150,15
18392,3294725,29
18393,1931000,18
18394,1114000,13
18395,838000,15
18396,2561000,22
18397,695000,5
18398,1343498,9
18399,236001,8
18400,66000,3
18401,5406098,58
18402,201460000,8
18403,1049000,22
18404,3322300,17
18405,1590900,15
18406,3021000,22
18407,111000,4
18408,1956201,33
18409,4778000,21
18410,6516000,24
18411,3823728,24
18412,2444000,22
18413,152000,5
18414,7841100,23
18415,105314102,51
18416,189297,5
18417,526020,6
18418,188000,5
18419,535501,13
18420,52000,3
18421,3070750,21
18422,220630,5
18423,82900,4
18424,392591062,19
18425,9398218,33
18426,362000,8
18427,52000,3
18428,110000,3
18429,432729,20
18430,1731000,8
18431,249000,10
18432,4237019,17
18433,10250301,40
18434,197500,5
18435,426000,8
18436,812453,9
18437,643504,9
18438,1966001,12
18439,411000,7
18440,1158400,16
18441,1831503,14
18442,2165817,8
18443,378571,8
18444,625390,14
18445,133000,3
18446,176000,4
18447,3694100,21
18448,1000,1
18449,55000,6
18450,495000,4
18451,768901,17
18452,311000,5
18453,446000,7
18454,265001,7
18455,51000,2
18456,587054,16
18457,60000,2
18458,110000,3
18459,561250,11
18460,105010,4
18461,311102,9
18462,22717002,68
18463,561000,8
18464,107610102,40
18465,2261000,4
18466,420000,4
18467,1981000,12
18468,451000,5
18469,691000,4
18470,191000,6
18471,180000,17
18472,1521399,17
18473,646000,7
18474,35787000,33
18475,1483011,15
18476,4950000,4
18477,751000,12
18478,12000,3
18479,2078000,20
18480,181000,6
18481,471000,11
18482,685000,7
18483,1710000,8
18484,124000,7
18485,38375100,25
18486,961400,27
18487,115447603,39
18488,61000,3
18489,725000,9
18490,151000,3
18491,237000,6
18492,1164000,19
18493,343000,7
18494,5809400,9
18495,120000,4
18496,977000,12
18497,2605010,22
18498,190000,7
18499,110146004,81
18500,1711000,12
18501,769000,11
18502,7448580,48
18503,132000,7
18504,320000,1
18505,1096527,11
18506,2273100,35
18507,15132401,21
18508,655274,11
18509,6383001,19
18510,233000,13
18511,101478000,33
18512,137500,3
18513,840000,10
18514,5102158,39
18515,1275000,14
18516,5575000,25
18517,498001,18
18518,1000,1
18519,203500,5
18520,2194081,18
18521,515698,13
18522,382800,12
18523,863002,6
18524,136490,5
18525,12237200,50
18526,3929344,37
18527,118453494,35
18528,2508000,20
18529,249000,11
18530,2689169,28
18531,371299,15
18532,1066200,32
18533,131000,6
18534,193000,9
18535,563500,14
18536,2624000,13
18537,6254101,33
18538,248000,6
18539,13741500,20
18540,162000,6
18541,6319002,12
18542,276122,10
18543,5132712,35
18544,331000,6
18545,2833866,34
18546,15236000,16
18547,1669500,19
18548,4852000,14
18549,1028000,17
18550,1003750,15
18551,1453618,15
18552,644300,8
18553,21206283,31
18554,2125200,10
18555,1500001,12
18556,71010,5
18557,3895000,14
18558,101000,3
18559,1010,2
18560,651000,11
18561,10188000,17
18562,161000,5
18563,21650000,20
18564,202435201,36
18565,101000,3
18566,3652939,16
18567,1255000,9
18568,167700,6
18569,102000,4
18570,270184,8
18571,2552001,14
18572,421000,13
18573,350000,12
18574,5263966,12
18575,277000,7
18576,3298500,12
18577,195614,6
18578,101000,3
18579,1585100,14
18580,476000,5
18581,228900,7
18582,526002,20
18583,7646502,85
18584,93831,4
18585,1139990,14
18586,1143000,21
18587,647100,11
18588,3058613,46
18589,1221000,15
18590,221000,11
18591,2151000,13
18592,1525501,19
18593,480903,8
18594,3548700,24
18595,281000,7
18596,651500,11
18597,218000,7
18598,730000,13
18599,248000,9
18600,255923,6
18601,457000,18
18602,1676000,17
18603,5796000,38
18604,3548000,20
18605,350000,2
18606,161000,6
18607,210000,5
18608,523000,10
18609,903000,20
18610,280500,8
18611,285000,7
18612,472001,16
18613,297001,12
18614,763537,14
18615,1385000,13
18616,495526,9
18617,57810550,95
18618,105037650,19
18619,517206,8
18620,2962500,18
18621,440000,12
18622,782120,21
18623,100625300,11
18624,0,0
18625,2321102,11
18626,1011000,20
18627,1437000,8
18628,102844000,35
18629,13000,4
18630,51000,2
18631,8888000,18
18632,124001,6
18633,3501150,23
18634,264000,7
18635,2688500,22
18636,708900,12
18637,37052000,64
18638,110001,4
18639,3405200,13
18640,8961002,26
18641,418500,12
18642,7371000,12
18643,9139159,34
18644,1664391,16
18645,10742300,47
18646,1054500,15
18647,5773000,24
18648,702000,5
18649,631000,12
18650,2835488,8
18651,3170112,19
18652,7242000,11
18653,87000,5
18654,1201000,7
18655,885681,27
18656,3953200,18
18657,318800,13
18658,108960110,59
18659,2701980,35
18660,910500,13
18661,51000,2
18662,81000,5
18663,2641155,19
18664,481000,8
18665,5253462,26
18666,3161000,8
18667,528934,16
18668,51000,2
18669,2871390,27
18670,105000,3
18671,221010,8
18672,143502,7
18673,1120012,17
18674,1672001,10
18675,251000,3
18676,2439020,25
18677,986691,16
18678,3421000,24
18679,2000,2
18680,196000,5
18681,10112000,36
18682,252000,5
18683,51150,3
18684,4673739,35
18685,2095490,26
18686,1500000,8
18687,452000,4
18688,3955208,24
18689,310000,14
18690,1051001,23
18691,4860100,13
18692,11317600,29
18693,81000,2
18694,2010100,10
18695,1071000,4
18696,99000,3
18697,2546998,12
18698,191500,6
18699,131000,4
18700,201000,5
18701,2100000,4
18702,16368500,85
18703,2804999,20
18704,17124100,42
18705,233000,4
18706,4950005,27
18707,660000,6
18708,600000,8
18709,1096000,16
18710,1732000,6
18711,2127000,11
18712,1956000,6
18713,958000,17
18714,375000,11
18715,1693620,14
18716,100000,2
18717,473000,14
18718,422001,14
18719,51000,2
18720,473000,12
18721,76100,5
18722,10000,1
18723,1067001,18
18724,16247003,57
18725,633900,15
18726,443000,16
18727,5159791,35
18728,2153000,18
18729,166000,4
18730,1879980,24
18731,1645100,11
18732,560100,10
18733,2736022,15
18734,641000,10
18735,202150,7
18736,836000,8
18737,51000,2
18738,1111000,10
18739,1049000,8
18740,8152000,13
18741,527714,15
18742,1764357,14
18743,20239001,45
18744,12041345,37
18745,500900,13
18746,26000,3
18747,2070000,18
18748,1120585,20
18749,262000,7
18750,1887000,20
18751,81000,5
18752,324000,12
18753,109294100,31
18754,880100,19
18755,242650,7
18756,520243,7
18757,219000,9
18758,6539931,34
18759,447001,10
18760,351000,8
18761,62000,4
18762,126000,5
18763,546000,10
18764,4190601,30
18765,161100,6
18766,51000,2
18767,3149201,36
18768,353000,11
18769,102000,4
18770,2066000,20
18771,4189902,10
18772,251100,14
18773,866000,13
18774,2456000,10
18775,9723114,25
18776,104947000,32
18777,2629485,15
18778,146000,7
18779,174000,8
18780,151000,4
18781,206602,12
18782,646900,16
18783,145000,4
18784,1234000,8
18785,5188002,14
18786,1426386,29
18787,4541500,36
18788,100000,2
18789,5859601,39
18790,364002,14
18791,3392620,39
18792,233500,11
18793,5878600,34
18794,1601000,22
18795,288200,10
18796,2183000,15
18797,51000,2
18798,171000,5
18799,360500,6
18800,51000,2
18801,122000,5
18802,50000,1
18803,102000,4
18804,1841000,7
18805,3036000,26
18806,101000,3
18807,1051001,16
18808,351000,3
18809,311162,5
18810,4129000,41
18811,2424001,20
18812,730000,17
18813,1500000,6
18814,561010,12
18815,475000,11
18816,5521000,15
18817,548000,11
18818,246394000,16
18819,9182200,43
18820,485001,27
18821,63000,5
18822,299000,12
18823,53000,4
18824,853150,26
18825,2439000,18
18826,691880,18
18827,733000,15
18828,230010,6
18829,3951102,28
18830,52000,3
18831,0,0
18832,1798000,14
18833,2915400,24
18834,101000,3
18835,553000,8
18836,33000,2
18837,370000,4
18838,101000,3
18839,52000,3
18840,152000,5
18841,229900,9
18842,273010,10
18843,4348000,17
18844,1229001,27
18845,150010,4
18846,7351000,7
18847,309077101,31
18848,710200,13
18849,5802767,18
18850,1824240,11
18851,4234103,28
18852,157000,5
18853,313000,11
18854,749000,6
18855,111932753,70
18856,410800,8
18857,160000,3
18858,12250100,18
18859,685000,5
18860,566000,5
18861,553001,11
18862,910383,10
18863,3717300,19
18864,81000,3
