customer_no,total_enq_amt_x,total_enq_amt_y
6802,495000,9
6803,1252252,18
6804,13674700,34
6805,183000,9
6806,881000,15
6807,378000,14
6808,2185010,27
6809,1191000,18
6810,400010,23
6811,10079101,41
6812,5988000,18
6813,530000,10
6814,110313501,66
6815,200000,1
6816,2792358,22
6817,5734005,36
6818,2394300,42
6819,231000,7
6820,2672010,14
6821,727100,12
6822,1925040,6
6823,14814420,112
6824,313000,10
6825,1005520,17
6826,2279217,27
6827,515000,22
6828,242000,7
6829,2644000,17
6830,5148150,15
6831,9820002,48
6832,1411000,7
6833,1587671,24
6834,301000,3
6835,943100,15
6836,4167000,21
6837,587000,12
6838,1160002,5
6839,175000,5
6840,5513928,14
6841,374000,13
6842,71000,4
6843,1101100,16
6844,3603709,19
6845,978500,9
6846,11663000,13
6847,7115102,47
6848,5107101,22
6849,701000,12
6850,241000,2
6851,639000,10
6852,6594000,51
6853,43184243,21
6854,250000,3
6855,10000,1
6856,3185500,9
6857,111000,4
6858,356000,19
6859,667900,15
6860,257000,9
6861,8608000,18
6862,1852802,25
6863,11868105,35
6864,190000,5
6865,626000,9
6866,413954,5
6867,2197408,23
6868,1301000,10
6869,176000,6
6870,1407150,14
6871,183000,8
6872,13602003,27
6873,5383100,30
6874,422439,12
6875,523000,9
6876,4341500,15
6877,4903001,22
6878,231000,7
6879,418002,11
6880,268900,7
6881,4965000,25
6882,1029500,14
6883,2542200,15
6884,1406001,20
6885,1551002,34
6886,232000,8
6887,7717200,46
6888,1273000,13
6889,1452000,10
6890,1544000,19
6891,50000,1
6892,169708806,52
6893,2874150,25
6894,2075601,30
6895,925000,10
6896,863178,23
6897,16664103,73
6898,3172000,10
6899,1273000,10
6900,201000,4
6901,9639422,71
6902,22356000,50
6903,741000,2
6904,102893743,20
6905,831000,10
6906,311001,8
6907,2030000,11
6908,4800000,7
6909,201408000,28
6910,182900,12
6911,182000,7
6912,491000,21
6913,103115000,28
6914,366000,7
6915,620000,10
6916,385250,9
6917,28000,10
6918,1101000,8
6919,1992700,29
6920,554500,12
6921,1273000,7
6922,3158500,21
6923,5964301,30
6924,1653600,8
6925,17159000,10
6926,3050000,2
6927,2089000,9
6928,1701500,17
6929,53054111,49
6930,157000,9
6931,7943000,22
6932,32910200,36
6933,798003,7
6934,1390701,24
6935,59121210,30
6936,262000,7
6937,3765612,25
6938,4954100,31
6939,107313992,53
6940,7585900,29
6941,1500001,5
6942,471000,6
6943,2254819,34
6944,107094508,23
6945,50000,1
6946,1168000,18
6947,75930500,30
6948,2482001,24
6949,4810100,10
6950,852010,15
6951,667001,15
6952,561200,14
6953,478002,19
6954,920800,21
6955,181000,5
6956,1954000,8
6957,43361990,11
6958,4652384,36
6959,6452200,14
6960,105124345,40
6961,5700003,31
6962,607000,13
6963,5079803,53
6964,61000,6
6965,19444000,13
6966,625020,9
6967,9491100,11
6968,8051553,19
6969,4202100,16
6970,361000,8
6971,826150,7
6972,5923201,52
6973,10201345,41
6974,456000,7
6975,5465001,8
6976,200000,3
6977,4683300,28
6978,6249501,44
6979,0,0
6980,3105400,30
6981,438778515,95
6982,2166000,12
6983,367000,15
6984,63000,5
6985,6074000,39
6986,4179501,27
6987,103084100,25
6988,1182000,13
6989,22388765,42
6990,1655401,20
6991,211887596,47
6992,313001,16
6993,3041640,17
6994,51000,2
6995,4451003,37
6996,163000,7
6997,415500,9
6998,12164201,45
6999,7119712104,85
7000,2991090,48
7001,5915700,43
7002,2123000,17
7003,583691,15
7004,5560000,23
7005,104793100,40
7006,1071320,9
7007,187900,6
7008,28033500,8
7009,4155509,23
7010,6257000,18
7011,42000,6
7012,3000,3
7013,2901806,29
7014,3216000,22
7015,1193150,39
7016,1011000,14
7017,10272900,28
7018,5335090,16
7019,1489001,31
7020,2662001,18
7021,5058840,51
7022,357056,9
7023,109626700,72
7024,149500,5
7025,6294000,20
7026,1465500,13
7027,513652,16
7028,1275000,13
7029,481000,9
7030,576098,11
7031,361000,6
7032,1806990,20
7033,106852580,32
7034,1950000,20
7035,5174088,29
7036,468000,14
7037,107552500,51
7038,5215000,17
7039,604001,12
7040,322703,13
7041,3844273,37
7042,98052100,55
7043,4374000,30
7044,5784002,17
7045,627800,11
7046,13838100,40
7047,532100,6
7048,396000,5
7049,5750901,48
7050,6657100,25
7051,6887216,20
7052,6945000,13
7053,3547001,15
7054,18313109,59
7055,34084150,20
7056,19636101,28
7057,342000,11
7058,4251700,45
7059,17444700,72
7060,211906653,67
7061,447000,10
7062,2435000,18
7063,1852001,17
7064,353000,16
7065,979951,22
7066,268000,9
7067,1691309,14
7068,898150,30
7069,8174000,22
7070,1182000,13
7071,3229120,22
7072,834690,16
7073,2513440,8
7074,1381000,14
7075,1198000,15
7076,605999,19
7077,371000,6
7078,2228001,32
7079,616390,15
7080,2664684,25
7081,1275500,20
7082,2674888,20
7083,18992000,35
7084,4007000,26
7085,2275420,29
7086,6179750,53
7087,107458200,30
7088,10741073,36
7089,514802,16
7090,1075500,14
7091,2410000,12
7092,13356390,75
7093,2476600,34
7094,134000,9
7095,1040000,3
7096,2622003,23
7097,13988500,54
7098,237000,8
7099,114171502,55
7100,331000,11
7101,851250,8
7102,12224101,30
7103,1820700,18
7104,6969416,47
7105,3559990,14
7106,94167010,24
7107,1307000,12
7108,105273100,47
7109,1830001,17
7110,10952100,21
7111,2519000,40
7112,100832000,10
7113,4368006,44
7114,565293,9
7115,17151100,54
7116,203000,7
7117,1976001,30
7118,2881000,12
7119,50244010,31
7120,1440000,32
7121,709300,7
7122,16329840,26
7123,1548600,12
7124,227000,7
7125,953000,14
7126,2100100,9
7127,25026628,49
7128,2576000,30
7129,768299,18
7130,1878120,25
7131,651000,14
7132,4009188,12
7133,5335000,23
7134,514307,14
7135,1427501,24
7136,832000,24
7137,12800001,37
7138,9712000,35
7139,1804460,12
7140,4441000,29
7141,471000,5
7142,1986100,20
7143,60000,2
7144,1194005,18
7145,2757539,26
7146,64353500,89
7147,3855000,10
7148,1980000,16
7149,61000,3
7150,119803501,54
7151,4446200,11
7152,2044000,9
7153,51000,2
7154,1769102,18
7155,4930599,15
7156,109200,8
7157,101253337,18
7158,6209393,10
7159,4899151,36
7160,129000,6
7161,531000,13
7162,1032405,17
7163,3289501,27
7164,802302,16
7165,357000,11
7166,3785000,8
7167,585000,7
7168,271000,7
7169,2701800,27
7170,279000,9
7171,272000,12
7172,4449973,44
7173,5623000,11
7174,2849053,16
7175,1625000,12
7176,2411000,8
7177,465000,6
7178,3859001,29
7179,536000,12
7180,141150,7
7181,4694170,27
7182,4315100,29
7183,1547800,19
7184,1213002,10
7185,7322000,19
7186,3391500,24
7187,300000,13
7188,1392000,28
7189,1251810,25
7190,135150,4
7191,984000,19
7192,650000,7
7193,952000,20
7194,724000,7
7195,4860000,43
7196,1405191,29
7197,11317800,28
7198,2000100,17
7199,1072000,8
7200,246206533,42
7201,74000,7
7202,209000,6
7203,4262000,13
7204,9015000,26
7205,764001,28
7206,13656182,18
7207,751000,4
7208,1825800,14
7209,101760003,30
7210,2064700,18
7211,276000,8
7212,5203100,22
7213,262000,9
7214,6412001,29
7215,2173200,14
7216,1229000,10
7217,72000,3
7218,254000,8
7219,211271000,33
7220,2981660,17
7221,359976567,51
7222,108080100,26
7223,26656200,36
7224,101815103,33
7225,506983000,40
7226,1626300,17
7227,22841450,113
7228,678000,11
7229,151000,4
7230,2945000,16
7231,102012000,23
7232,5443899,59
7233,3351802,35
7234,8075811,42
7235,152000,4
7236,2930601,9
7237,104326336,50
7238,3346002,32
7239,2432553,26
7240,108037703,53
7241,1717002,19
7242,2731200,12
7243,2718112,45
7244,1501496,55
7245,2590500,20
7246,1182000,28
7247,1630000,7
7248,3470200,34
7249,2438000,11
7250,371000,12
7251,492500,14
7252,1188001,19
7253,4179000,11
7254,8195500,33
7255,633000,15
7256,2606500,9
7257,1348850,18
7258,5627354,22
7259,10367902,63
7260,466200,10
7261,22523008,76
7262,612000,7
7263,675040,19
7264,4524002,30
7265,6992000,17
7266,3061000,42
7267,261000,6
7268,7777000,32
7269,1181000,16
7270,1122000,9
7271,2920500,34
7272,6401700,28
7273,75000,3
7274,228000,13
7275,15766535,15
7276,16693000,28
7277,14539101,44
7278,3291751,36
7279,2836641,7
7280,3062000,17
7281,770000,11
7282,213000,8
7283,1119099,28
7284,1449900,8
7285,175000,2
7286,384000,10
7287,4752001,16
7288,110167206,70
7289,2593312,57
7290,956000,14
7291,12692123,21
7292,153000,6
7293,5626601,26
7294,29996064,75
7295,19991601,78
7296,1823111,31
7297,4253002,26
7298,4894501,33
7299,311000,6
7300,4310000,32
7301,242485000,29
7302,492900,14
7303,332500,12
7304,3812301,45
7305,3222000,31
7306,7648201,29
7307,1176000,14
7308,1866000,18
7309,1321002,20
7310,2024001,29
7311,731000,8
7312,1616010,17
7313,93390,6
7314,2391000,15
7315,109532747,78
7316,166890512,50
7317,13570000,38
7318,2647150,25
7319,301100,12
7320,568000,16
7321,1208000,18
7322,1527000,5
7323,1300000,15
7324,110038252,66
7325,4593002,39
7326,1383000,19
7327,27975641,55
7328,411000,5
7329,14275349,17
7330,665000,12
7331,109578701,49
7332,1716202,33
7333,483399,16
7334,102365491,25
7335,2054250,27
7336,714501,21
7337,52912001,42
7338,106675100,47
7339,492500,5
7340,1122000,20
7341,1177108,30
7342,2275750,21
7343,3762123,39
7344,3227283,13
7345,838000,11
7346,515000,14
7347,10002010,30
7348,1593150,20
7349,150000,7
7350,612000,10
7351,17173014,36
7352,16333191,70
7353,357000,6
7354,321000,9
7355,31171604,48
7356,2734100,23
7357,359000,12
7358,19560101,45
7359,52000,3
7360,237001,10
7361,195933,7
7362,152000,4
7363,2063687,13
7364,101956000,17
7365,811000,13
7366,3740001,7
7367,231000,2
7368,51000,2
7369,270700,7
7370,1342010,17
7371,120533300,39
7372,214500,7
7373,20657990,63
7374,9139100,12
7375,161000,5
7376,1516200,35
7377,4734950,48
7378,100000,2
7379,0,0
7380,444500,14
7381,183999,9
7382,6471000,9
7383,1942000,18
7384,111000,4
7385,9972400,80
7386,12000,3
7387,573733,12
7388,102000,4
7389,5040724,32
7390,3573001,16
7391,27393407,57
7392,2546500,20
7393,375490,11
7394,3728100,33
7395,6255160,39
7396,3571085,8
7397,4764200,52
7398,528250,16
7399,110701000,18
7400,107400,3
7401,1093002,12
7402,130000,5
7403,2175000,16
7404,10531000,41
7405,90000,2
7406,1988500,16
7407,2495000,14
7408,1000,1
7409,34114100,35
7410,347297,8
7411,2056000,22
7412,11554052,17
7413,4411468,50
7414,600000,11
7415,221000,7
7416,202150,11
7417,4013152,35
7418,4078120,11
7419,2396000,13
7420,1871190,20
7421,2183002,27
7422,201000,2
7423,117000,5
7424,6524100,16
7425,6030300,41
7426,1146000,13
7427,4523173,36
7428,8770001,24
7429,7035621,30
7430,23458153,46
7431,2482901,22
7432,102134001,29
7433,1742100,30
7434,2942000,16
7435,3084200,34
7436,493000,9
7437,3774110,28
7438,1392500,33
7439,2557001,16
7440,1434000,16
7441,1221001,10
7442,101000,3
7443,1586001,12
7444,12652001,26
7445,351000,6
7446,1785293,24
7447,5492723,43
7448,1671001,13
7449,701000,11
7450,3960000,38
7451,100827000,12
7452,10254700,51
7453,5345556,51
7454,105906089,57
7455,1001000,11
7456,577000,14
7457,206000,9
7458,1821001,25
7459,2208000,15
7460,11991100,55
7461,222000,7
7462,28371003,48
7463,482700,12
7464,311000,7
7465,113911001,47
7466,2002010,32
7467,3501000,12
7468,13289412,63
7469,760000,8
7470,7575107,33
7471,217978700,68
7472,316648024,41
7473,12817100,22
7474,22875001,21
7475,10697003,58
7476,451000,5
7477,4335200,29
7478,531501,12
7479,547000,15
7480,221000,8
7481,1666000,15
7482,326162,6
7483,41430000,30
7484,819627262,22
7485,101000,3
7486,616000,17
7487,1749100,26
7488,1594526,11
7489,146000,4
7490,14317000,22
7491,4681000,26
7492,690000,8
7493,1120000,11
7494,5135000,18
7495,1375000,6
7496,1634000,9
7497,61996802,23
7498,186000,10
7499,103256100,47
7500,1009000001,38
7501,4086100,28
7502,4153000,20
7503,807000,22
7504,4465000,31
7505,10344004,22
7506,341000,9
7507,2212500,21
7508,663000,8
7509,8523000,25
7510,513000,5
7511,6811614,48
7512,371000,9
7513,2075207,21
7514,4493000,16
7515,1592100,20
7516,2546600,14
7517,115617700,42
7518,2928000,32
7519,778000,20
7520,9362000,19
7521,348150,8
7522,11031314,32
7523,3508000,27
7524,2157684,17
7525,623472,9
7526,2265200,8
7527,383000,11
7528,2920220,38
7529,35892200,27
7530,411000,8
7531,1000,1
7532,680600,6
7533,1287858,25
7534,1471906,17
7535,294655561,17
7536,2562000,16
7537,9861000,17
7538,2578100,23
7539,61000,3
7540,810774,19
7541,210000,5
7542,2745152,24
7543,937001,20
7544,2153003,9
7545,340300,16
7546,1051809,22
7547,6471100,15
7548,860000,6
7549,951000,10
7550,1485100,20
7551,623001,9
7552,1004003,11
7553,485000,7
7554,545200,9
7555,710000,4
7556,100221100,11
7557,5805103,41
7558,550000,12
7559,3270000,7
7560,10339151,18
7561,274000,3
7562,4438000,14
7563,305032,12
7564,2267000,17
7565,1244668,19
7566,8535723,53
7567,3592000,44
7568,3247416,18
7569,941953,20
7570,1672655,16
7571,109319024,32
7572,165001,8
7573,964000,20
7574,7131400,54
7575,2010700,21
7576,104933757,66
7577,1370001,17
7578,375150,11
7579,6740001,17
7580,9140002,47
7581,1871703,42
7582,15997901,22
7583,1322001,15
7584,1100712,16
7585,4135076,43
7586,126480152,69
7587,1205914,13
7588,955000,18
7589,21000,3
7590,200000,3
7591,178000,8
7592,583000,12
7593,3184101,35
7594,125000,8
7595,40917000,21
7596,409000,11
7597,1899601,23
7598,1730204,3
7599,671783890,52
7600,1512000,36
7601,226249,10
7602,2252000,6
7603,4574868,38
7604,86271100,33
7605,8547205,66
7606,2082000,16
7607,867000,10
7608,2774300,15
7609,7531150,23
7610,2547500,16
7611,1461750,5
7612,967000,13
7613,1938500,23
7614,8595250,32
7615,3604790,43
7616,6056900,17
7617,52000,3
7618,51000,2
7619,783000,21
7620,780001,10
7621,113938800,75
7622,4988000,16
7623,1471000,19
7624,2048001,10
7625,10204102,44
7626,406000,17
7627,16613541,25
7628,1201000,11
7629,4329000,22
7630,20194500,18
7631,109463985,33
7632,18208161,38
7633,251000,5
7634,289990,11
7635,1937000,17
7636,137492,5
7637,104994100,28
7638,566000,9
7639,102000,4
7640,4275000,40
7641,204000,6
7642,1341000,13
7643,1116000,10
7644,50001,2
7645,105341,4
7646,831000,10
7647,7915551,66
7648,712500,9
7649,2421000,21
7650,4470500,25
7651,103547904,38
7652,61000,3
7653,19281000,12
7654,2504973,23
7655,3251000,38
7656,7489602,85
7657,4538601,30
7658,3359576,24
7659,820245,19
7660,2495697,26
7661,1892000,31
7662,5646299,24
7663,3059001,21
7664,792000,18
7665,776500,5
7666,21900100,53
7667,3707000,20
7668,5500000,22
7669,2042800,16
7670,4078270,17
7671,6265000,14
7672,4993300,64
7673,1670100,16
7674,1256001,12
7675,1601600,19
7676,393000,10
7677,801000,11
7678,2282000,19
7679,4485000,25
7680,4485484,32
7681,62000,4
7682,10750000,8
7683,29115242,48
7684,75000,2
7685,408000,11
7686,8864002,42
7687,7880004,22
7688,6307500,56
7689,12991100,18
7690,92500,6
7691,105977179,66
7692,953000,10
7693,4901705,24
7694,339800,5
7695,276000,8
7696,4418333,31
7697,304000,9
7698,207000,6
7699,1273000,7
7700,1211207999,44
7701,1203000,12
7702,6268000,18
7703,7013000,35
7704,21811126,117
7705,11180101,31
7706,533570,10
7707,1624000,18
7708,10856500,52
7709,4551250,26
7710,5677100,17
7711,239422111,100
7712,106619250,43
7713,4276848,39
7714,1188000,14
7715,1876000,17
7716,607000,9
7717,3743000,22
7718,8804221,14
7719,2970601,27
7720,1341187,11
7721,1431000,20
7722,1733000,20
7723,15282651,34
7724,2346000,20
7725,2037501,17
7726,461000,5
7727,4304360,13
7728,212000,8
7729,4423091,24
7730,478000,10
7731,6050200,24
7732,5662001,23
7733,3622721,7
7734,274000,12
7735,224000,9
7736,4127300,12
7737,1483000,12
7738,5647004,38
7739,4687000,6
7740,0,0
7741,230470,6
7742,304000,13
7743,3869400,26
7744,235000,6
7745,237000,6
7746,726000,22
7747,1994500,17
7748,958800,13
7749,581100,12
7750,3299800,37
7751,2591836,15
7752,2402501,25
7753,22083674,28
7754,1146500,11
7755,326500,9
7756,186000,6
7757,717350,16
7758,3898000,44
7759,2348076,26
7760,8675300,43
7761,15063012,28
7762,3184000,14
7763,1113000,23
7764,228000,7
7765,551000,10
7766,1082930,14
7767,500000,6
7768,6868100,12
7769,15629401,29
7770,61000,3
7771,8475884,50
7772,9837201,38
7773,251832595,57
7774,35074985,69
7775,761001,14
7776,15713000,34
7777,1732000,20
7778,22667665,28
7779,10475001,23
7780,1368200,23
7781,3417011,10
7782,9194001,29
7783,5395100,18
7784,50000,1
7785,553000,6
7786,13707326,51
7787,25000,2
7788,4940990,44
7789,3847500,22
7790,901301,18
7791,2675000,15
7792,3789001,31
7793,17592301,58
7794,3385000,21
7795,5436951,53
7796,952000,15
7797,6703151,27
7798,10212000,39
7799,3351576,12
7800,3294000,19
7801,740501,21
7802,12825102,89
7803,2435311,25
7804,1698282,22
7805,982000,14
7806,7032000,20
7807,201307101,23
7808,1612001,9
7809,9417006,64
7810,439000,13
7811,121085100,53
7812,306000,7
7813,588491,14
7814,436000,9
7815,118419055,64
7816,1839000,20
7817,80063924,91
7818,3744250,22
7819,8126000,27
7820,869000,22
7821,14176000,28
7822,4001500,26
7823,2075000,9
7824,2613599,14
7825,3636002,28
7826,1833001,13
7827,794700,11
7828,3314001,43
7829,1149000,15
7830,6621904,44
7831,9666000,37
7832,2457350,26
7833,28428101,45
7834,332000,8
7835,14669451,22
7836,1198002,24
7837,1590000,20
7838,730000,10
7839,1491250,29
7840,13026000,15
7841,575100,5
7842,893458,11
7843,110990202,55
7844,994500,15
7845,704200,6
7846,5905398,19
7847,1383002,20
7848,794000,25
7849,59039400,52
7850,104331860,41
7851,918742,8
7852,2739340,18
7853,1153500,13
7854,1453000,18
7855,3970413,42
7856,370216,7
7857,699100,20
7858,65000,9
7859,1580002,26
7860,2181253,33
7861,12097101,32
7862,121000,5
7863,2736500,7
7864,6751200,64
7865,5509801,31
7866,1488002,13
7867,501000,12
7868,2014000,11
7869,2554500,23
7870,301680000,18
7871,4253001,21
7872,100000,2
7873,2098201,29
7874,196500,8
7875,0,0
7876,2853602,20
7877,150000,10
7878,1156813,46
7879,564000,15
7880,639500,17
7881,629000,12
7882,85986677,56
7883,1756201,37
7884,16667602,102
7885,101000,3
7886,3259491,14
7887,100837100,18
7888,2328200,18
7889,1851500,16
7890,612000,16
7891,1247100,12
7892,822000,14
7893,187000,6
7894,7334000,29
7895,795200,30
7896,202000,5
7897,1126845,13
7898,863420,11
7899,26686701,37
7900,4421000,50
7901,34718800,55
7902,3125000,18
7903,431000,7
7904,1210000,11
7905,9969090,31
7906,4622000,35
7907,8594400,19
7908,600501,18
7909,599000,12
7910,553001,19
7911,228100,11
7912,8108000,58
7913,60000,2
7914,1576000,7
7915,576000,3
7916,224000,9
7917,797000,14
7918,4110002,7
7919,5311500,35
7920,7188075,17
7921,1911001,16
7922,6178000,52
7923,5384991,47
7924,6358112,58
7925,595200,10
7926,2852110,38
7927,1212000,21
7928,456000,11
7929,440000,4
7930,12853000,29
7931,24738462,39
7932,2838000,28
7933,103000,5
7934,6120150,27
7935,438000,10
7936,6714002,39
7937,456000,12
7938,30000,3
7939,2136586,40
7940,12501004,32
7941,34942770,84
7942,22675000,13
7943,49869770,29
7944,301302000,25
7945,3088472,10
7946,29481001,17
7947,118013298,27
7948,1000,1
7949,34486100,52
7950,466401,7
7951,631000,15
7952,4744500,37
7953,150500,9
7954,102982324,46
7955,668000,7
7956,256100,8
7957,671000,16
7958,20501000,5
7959,2228000,25
7960,1024100,20
7961,1246389,16
7962,101815100,21
7963,3136013,21
7964,21000,3
7965,2201000,33
7966,3900501,35
7967,6392600,61
7968,954200,16
7969,4659000,30
7970,26645732,43
7971,32555803,47
7972,32654018,68
7973,2459500,24
7974,1386932,18
7975,4568000,19
7976,1906894,32
7977,642000,11
7978,290000,7
7979,1013401,49
7980,5946200,25
7981,1405024,40
7982,666000,13
7983,4910200,31
7984,2133602,35
7985,801000,9
7986,791644,15
7987,377400,8
7988,312000851,60
7989,776000,15
7990,300000,6
7991,21887004,44
7992,478004,12
7993,876000,15
7994,553204,5
7995,651000,7
7996,100000,2
7997,221000,6
7998,113071613,22
7999,202484603,39
8000,7191000,13
8001,105500,5
8002,660000,5
8003,4181103,41
8004,6262000,9
8005,3427101,31
8006,20171952,36
8007,470000,19
8008,100606000,18
8009,268000,13
8010,2295000,25
8011,1758000,21
8012,3295049,34
8013,22375000,36
8014,1312001,9
8015,6929201,23
8016,286000,14
8017,648816968,95
8018,108501373,40
8019,9744300,32
8020,1910391,19
8021,20049101,31
8022,2181000,7
8023,7115660,43
8024,2352000,18
8025,1351200,25
8026,101087000,16
8027,872000,9
8028,19080005,63
8029,10424007,54
8030,26607103,77
8031,324000,12
8032,17943600,57
8033,1028101,17
8034,2410000,8
8035,726000,7
8036,2731000,16
8037,61000,3
8038,19000000,2
8039,11060901,46
8040,1307000,12
8041,13150699,45
8042,5684300,46
8043,15505100,15
8044,6991000,13
8045,12492400,65
8046,21377055,26
8047,880331102,61
8048,1577000,6
8049,1694000,16
8050,1035000,18
8051,3077700,19
8052,5154000,17
8053,1275000,14
8054,107400101,68
8055,6116011,37
8056,558000,11
8057,4103602,50
8058,202500,3
8059,1776001,20
8060,2490102,26
8061,1798303,27
8062,205000,10
8063,1661000,6
8064,3557000,32
8065,2753896,17
8066,1634000,14
8067,8193655,12
8068,14417050,45
8069,202000,6
8070,277000,10
8071,1000,1
8072,2323450,29
8073,136300,11
8074,308551,14
8075,769000,14
8076,2381000,10
8077,3566850,21
8078,398243,4
8079,321000,8
8080,168000,9
8081,2143616,18
8082,1932164,30
8083,1044603,26
8084,1933000,13
8085,1353202,11
8086,50000,1
8087,303766089,37
8088,3673000,9
8089,9909905,59
8090,2165246,8
8091,13743168,16
8092,6786200,48
8093,2204700,29
8094,1389000,41
8095,47117333,60
8096,202388601,22
8097,1663000,14
8098,2848200,27
8099,2381000,7
8100,6901002,28
8101,51418643,33
8102,1226000,5
8103,376000,14
8104,13436604,58
8105,211750,9
8106,4437492,25
8107,540972,6
8108,3362000,12
8109,274000,10
8110,1511000,14
8111,1010100,14
8112,1373901,21
8113,398000,14
8114,3802000,11
8115,847500,14
8116,712001,11
8117,4119350,9
8118,16013990,19
8119,3517343,26
8120,1693240,14
8121,2211000,8
8122,1354500,21
8123,281000,11
8124,741001,9
8125,1893901,25
8126,1934776,15
8127,2851700,44
8128,7238001,34
8129,378000,8
8130,12120000,10
8131,1386150,21
8132,2950000,30
8133,1673980,29
8134,5139990,21
8135,137591872,34
8136,700400,17
8137,2995000,20
8138,2954500,29
8139,1202000,19
8140,852000,16
8141,314000,16
8142,6471000,11
8143,2853000,9
8144,3690000,6
8145,112722000,22
8146,306776779,35
8147,202000,7
8148,0,0
8149,1921000,21
8150,1598001,28
8151,211000,6
8152,4774000,20
8153,550000,23
8154,7796405,48
8155,4467375,12
8156,3689001,41
8157,3450000,6
8158,63000,5
8159,105352106,35
8160,5633200,27
8161,1281000,8
8162,2997000,11
8163,1550257,22
8164,20313805,72
8165,1891100,16
8166,11562423,47
8167,598000,3
8168,6504520,28
8169,7160000,23
8170,531000,36
8171,4879601,21
8172,565000,3
8173,0,0
8174,171000,5
8175,149000,8
8176,2046881,31
8177,3866808,29
8178,1600001,14
8179,7966000,19
8180,187000,11
8181,487000,8
8182,2771000,9
8183,6098000,48
8184,2794000,26
8185,8312200,66
8186,105794100,31
8187,403224,5
8188,481000,7
8189,6431501,43
8190,104093900,53
8191,2838000,21
8192,166649,4
8193,1508600,13
8194,2592200,42
8195,773000,7
8196,2975200,11
8197,208030503,49
8198,1582000,9
8199,387000,8
8200,103430820,30
8201,641000,15
8202,115958553,33
8203,74350000,7
8204,553438,9
8205,2751252,23
8206,687000,8
8207,1752984,28
8208,6241150,25
8209,592000,19
8210,5677003,25
8211,4579002,12
8212,4539002,16
8213,641999,4
8214,582000,10
8215,2525000,19
8216,9896205,67
8217,1718055,25
8218,280000,10
8219,7903020,33
8220,36321983,42
8221,28484698,80
8222,811000,6
8223,879208,11
8224,2808151,25
8225,922503,20
8226,402000,10
8227,15733001,43
8228,599001,16
8229,908100,15
8230,674300,11
8231,1550000,4
8232,2583000,23
8233,262000,15
8234,874500,11
8235,1608969,28
8236,217500,8
8237,4487000,28
8238,181000,7
8239,3877977,43
8240,3497002,36
8241,3057000,41
8242,2219100,25
8243,2472000,19
8244,2549220,17
8245,846001,12
8246,2501000,23
8247,2010500,13
8248,40440208,79
8249,218000,7
8250,1327000,13
8251,151000,4
8252,362000,7
8253,1082000,19
8254,114341306,97
8255,602000,17
8256,4690490,46
8257,2247000,5
8258,2603400,29
8259,11457410,15
8260,489000,10
8261,5445001,43
8262,1802000,6
8263,335757,10
8264,4174131,39
8265,254000,9
8266,966000,14
8267,1313000,16
8268,412000,11
8269,1592000,14
8270,812000,10
8271,843000,5
8272,2624000,14
8273,101920702,24
8274,1192150,9
8275,2742010,14
8276,199500,7
8277,4572000,15
8278,12940202,58
8279,125000,4
8280,4290000,20
8281,601012,26
8282,5248101,23
8283,27441952,33
8284,221963,7
8285,12038605,66
8286,4062000,7
8287,6572000,23
8288,266000,8
8289,10480550,57
8290,1279000,19
8291,1736000,16
8292,2421779,22
8293,602000,6
8294,1371300,23
8295,412000,6
8296,1743202,24
8297,387000,8
8298,301000,2
8299,9117693,76
8300,301000,5
8301,3374039,30
8302,3063550,35
8303,101883549,23
8304,1346000,12
8305,10000,1
8306,4918100,46
8307,1591100,29
8308,9099101,28
8309,288000,12
8310,105257561,41
8311,2698400,6
8312,48191150,34
8313,23168096,79
8314,282000,8
8315,3461000,14
8316,4672900,15
8317,20143012,20
8318,44326501,53
8319,114000,8
8320,1733000,19
8321,337000,9
8322,479600,11
8323,576001,9
8324,5296382,15
8325,762500,16
8326,289001,8
8327,4596000,10
8328,8614250,35
8329,4072000,9
8330,1407000,18
8331,3846727,25
8332,29705916,11
8333,5325001,11
8334,690000,8
8335,370000,18
8336,642000,4
8337,68267000,50
8338,4250628,31
8339,221002,6
8340,800000,15
8341,221000,7
8342,863000,25
8343,796900,11
8344,51000,2
8345,796000,5
8346,2600000,32
8347,2065001,12
8348,447460,17
8349,300000,4
8350,2408000,25
8351,70000,3
8352,2206000,13
8353,198000,10
8354,203000,6
8355,276000,6
8356,1907100,24
8357,7981902,27
8358,1650000,3
8359,1000,1
8360,108421000,33
8361,2123500,19
8362,951000,5
8363,419265,11
8364,1142510,20
8365,71000,4
8366,822000,8
8367,13455311,51
8368,162000,5
8369,138900,6
8370,71000,3
8371,454002,20
8372,5458501,29
8373,6686101,44
8374,176000,5
8375,4655656,19
8376,502000,7
8377,11211000,62
8378,3371000,8
8379,22752007,55
8380,6115249,53
8381,7172551,44
8382,655100,11
8383,136000,5
8384,200000,2
8385,483000,16
8386,248502,13
8387,62000,4
8388,2450053,22
8389,83000,7
8390,2037000,27
8391,1868000,16
8392,9943000,11
8393,5514555,39
8394,8642002,43
8395,20574903,37
8396,20151730,32
8397,1254000,20
8398,2467500,18
8399,262000,7
8400,100859500,14
8401,4965501,57
8402,1592000,16
8403,2555011,25
8404,16825203,47
8405,2766173,30
8406,3576566,18
8407,674000,10
8408,1733990,20
8409,36000,9
8410,338000,10
8411,101293000,12
8412,153000,5
8413,63000,5
8414,2440701,25
8415,5417000,31
